Sample ID,Site,Collection Date,Depth (cm),Al (mg/L),Ca (mg/L),Fe (mg/L),K (mg/L),Mg (mg/L),Mn (mg/L),Na (mg/L)
OUT,outlet,10/11/17,0,2.491,203.7,8.846,6.861,88.48,23.24,7.705
OUT,outlet,10/14/17,0,2.852,211.8,8.036,7.011,95.5,25.13,8.589
OUT,outlet,10/15/17,0,3.065,224.2,8.346,6.988,101.4,28.01,9.13
OUT,outlet,10/16/17,0,3.018,221.4,9.632,7.116,100.2,26.61,8.677
OUT,outlet,10/17/17,0,3.015,222.2,10.51,6.862,99.22,25.86,8.574
OUT,outlet,10/18/17,0,3.462,228.4,11.33,7.577,101.1,30.49,8.952
OUT,outlet,10/19/17,0,3.702,223.9,8.998,7.743,101.9,31.53,10.26
OUT,outlet,10/20/17,0,3.588,229.1,11.54,7.604,103,30.8,10.35
OUT,outlet,6/14/17,0,0.5,279,4.22,8.514,111,16.02,11.37
OUT,outlet,6/14/17,0,0.5,280.6,1.394,8.57,111.1,15.86,11.29
OUT,outlet,6/14/17,0,0.5,282.4,2.351,8.495,109.3,15.52,11.22
OUT,outlet,6/14/17,0,0.5,282,2.911,8.577,111.2,15.85,11.4
OUT,outlet,6/14/17,0,1.045,282.7,1.689,8.791,112.4,16.56,11.44
OUT,outlet,6/14/17,0,1.277,283.1,2.739,8.868,111.7,17.3,11.68
OUT,outlet,6/14/17,0,1.523,276.3,1.697,8.59,109.3,17.16,11.55
OUT,outlet,6/14/17,0,1.846,270.8,2.399,8.719,108.9,17.14,11.51
OUT,outlet,6/14/17,0,1.638,272.1,5.399,8.687,108.5,17.04,11.34
OUT,outlet,6/14/17,0,1.507,264.5,5.334,8.276,105.2,16.38,10.95
OUT,outlet,6/14/17,0,1.392,269.9,3.113,8.257,107.7,16.64,10.91
OUT,outlet,6/14/17,0,1.14,270.1,0.5,8.01,108.5,15.01,10.36
OUT,outlet,10/22/17,0,3.445,238,9.74,6.723,106.9,31.09,9.374
OUT,outlet,10/23/17,0,3.393,243,11,6.699,108.1,31.51,9.247
OUT,outlet,10/24/17,0,3.266,228.8,12.15,7.059,102.2,29.09,9
OUT,outlet,10/25/17,0,3.062,202,10.66,7.686,89.81,26.69,8.658
OUT,outlet,10/26/17,0,3.098,209.8,8.72,6.998,92.42,26.74,8.373
OUT,outlet,10/27/17,0,3.156,217,13.69,6.868,97.48,27.75,8.62
OUT,outlet,10/28/17,0,3.252,219.6,10.86,6.803,99.48,28.49,8.552
OUT,outlet,10/29/17,0,3.407,221.4,12.72,7.21,102.5,29.19,8.997
OUT,outlet,10/30/17,0,3.265,224.5,12.42,6.807,101.8,29.18,8.856
OUT,outlet,11/15/17,0,3.276,203.3,8.532,6.614,92.19,25.95,8.51
OUT,outlet,11/15/17,0,2.494,152.1,5.975,5.942,68.61,19.57,7.401
OUT,outlet,11/15/17,0,2.372,143.7,4.804,5.658,64.99,18.28,7.017
OUT,outlet,11/15/17,0,2.376,142.7,5.528,5.595,64.36,18.13,7.031
OUT,outlet,11/15/17,0,2.33,140.1,5.298,5.45,64.38,17.62,6.982
OUT,outlet,11/15/17,0,2.328,137.6,5.277,5.49,63.32,17.7,7.031
OUT,outlet,11/15/17,0,2.287,138.9,4.939,5.579,64.31,17.58,7.156
OUT,outlet,11/15/17,0,2.347,141.8,5.261,5.568,65.45,17.76,7.119
OUT,outlet,11/16/17,0,2.326,140.9,5.031,5.452,66.54,17.73,7.033
OUT,outlet,11/16/17,0,2.31,143.3,4.985,5.45,64.41,17.83,7.005
OUT,outlet,11/16/17,0,2.404,145.1,5.337,5.538,67.77,18.23,7.226
OUT,outlet,11/16/17,0,2.377,142.9,5.188,5.481,66.22,17.91,6.921
OUT,outlet,4/5/17,0,0.5,121.5,0.5,4.855,46.72,4.977,8.59
OUT,outlet,7/3/17,0,1.918,224.5,7.836,7.649,94.12,19.49,9.916
OUT,outlet,6/20/17,0,1.088,226,4.864,8.213,92.45,15.02,9.963
OUT,outlet,4/13/17,0,0.5,179.4,1.67,6.055,72.14,8.422,9.13
OUT,outlet,4/19/17,0,0.5,239.3,1.67,6.055,95.81,8.422,9.13
OUT,outlet,6/13/17,0,0.5,260.8,2.381,8.034,102.7,15.11,11.16
OUT,outlet,8/25/17,0,2.332,230.9,11.5,6.059,98.41,21.93,7.96
OUT,outlet,9/5/17,0,1.635,238.5,7.462,12.36,99.11,18.32,15.04
OUT,outlet,9/29/17,0,2.764,243.9,15.03,6.545,114.9,29.6,8.768
OUT,outlet,3/27/17,0,0.5,217.3,2.217,6.283,87.62,14.8,8.104
OUT,outlet,4/1/17,0,0.5,81.92,1.889,4.265,35.25,5.456,6.75
OUT,outlet,4/26/17,0,0.5,245.5,0.5,6.63,95.56,10.88,13.09
OUT,outlet,5/19/17,0,0.5,161.4,2.124,4.959,59.01,5.752,12.83
OUT,outlet,5/26/17,0,NA,NA,NA,NA,NA,NA,NA
OUT,outlet,6/7/17,0,0.5,237.9,4.206,6.243,93.92,14.38,8.56
OUT,outlet,7/7/17,0,NA,NA,NA,NA,NA,NA,NA
OUT,outlet,7/13/17,0,NA,NA,NA,NA,NA,NA,NA
OUT,outlet,10/20/17,0,0.5,246.5,16.25,7.726,112.2,31.28,9.797
OUT,outlet,11/3/17,0,2.547,177.2,6.663,7.372,80.51,19.52,7.496
LC,limestone channel,6/13/17,0,0.5,367.7,0.5,9.02,131.5,0.5,10.64
LC,limestone channel,6/20/17,0,0.5,327.1,0.5,10.61,120.1,0.5,10.64
LC,limestone channel,7/3/17,0,0.5,348.6,0.5,9.531,126.7,0.5,9.559
LC,limestone channel,7/13/17,0,0.5,237.5,0.5,9.259,86.16,0.5,7.043
LC,limestone channel,7/7/17,0,0.5,315.5,0.5,8.708,116.5,0.5,8.718
LC,limestone channel,8/25/17,0,0.5,366.1,0.5,8.804,138.2,0.5,7.889
LC,limestone channel,9/5/17,0,0.5,360.5,0.5,16.14,131.5,0.5,14.71
LC,limestone channel,3/27/17,0,0.5,332.4,0.5,7.457,120.9,7.818,8.197
LC,limestone channel,4/1/17,0,0.5,285,0.5,6.648,101.6,3.478,8.19
LC,limestone channel,4/13/17,0,0.5,342.9,0.5,9.799,127.8,0.5,10.75
LC,limestone channel,4/26/17,0,0.5,351.3,0.5,7.741,125.3,0.5,13.52
LC,limestone channel,4/5/17,0,0.5,448.4,0.5,7.651,161.2,2.561,12.77
LC,limestone channel,5/19/17,0,0.5,343.6,0.5,6.283,118.3,0.5,13.08
LC,limestone channel,5/19/17,0,0.5,343.6,0.5,6.283,118.3,0.5,7.442
LC,limestone channel,5/26/17,0,0.5,311.9,0.5,6.328,109.8,0.5,7.283
LC,limestone channel,11/3/17,0,0.5,218.3,0.5,9.272,83.47,0.5,5.531
