"","sample_name","date_and_time","Q_m3s","Al_mgL","Ca_mgL","Fe_mgL","K_mgL","Mg_mgL","Mn_mgL","Na_mgL","SO42_mgL","pH","EC","Al_mmolL","Ca_mmolL","Fe_mmolL","K_mmolL","Mg_mmolL","Mn_mmolL","Na_mmolL","SO42_mmolL","H_mgL","H_umolL","logQ","logAl","logCa","logFe","logK","logMg","logMn","logNa","logSO42","logH","logEC","H_molL"
"21","OUT 6 7-7-17 16:59 ","7/7/17 16:59",0.008376,0.5,191.3,2.297,8.824,74.93,10.94,8.738,710.7048,4.77,1272,0.0185308724334742,4.77295409181637,0.0411317038230817,0.225683521317681,3.08290475210862,0.199133568750228,0.380078294910831,7.39855090568395,1.69824365246175e-05,16.9824365246175,-2.07696333132921,-1.73210413361557,0.678787257168107,-1.38582330007905,-0.646500150545941,0.48896010718754,-0.700855523025719,-0.420126930895729,0.869146666313078,1.23,3.1044871113124,1.69824365246175e-05
"22","OUT 7 7-7-17 17:59","7/7/17 17:59",0.006736,0.5,214.9,2.856,9.426,82.45,11.06,9.337,775.6377,5.34,1366,0.0185308724334742,5.36177644710579,0.0511415525114155,0.24108033453541,3.39230610985394,0.201317849211839,0.406133101348412,8.07451280449719,4.57088189614875e-06,4.57088189614875,-2.17159792150841,-1.73210413361557,0.729308702632254,-1.29122609216994,-0.617838214554459,0.530495034569977,-0.696117718054452,-0.391331612462424,0.907116327572597,0.66,3.13545069934551,4.57088189614875e-06
"23","OUT 8 7-7-17 18:59","7/7/17 18:59",0.006312,0.5,229.7,2.568,9.252,88.6,11.5,9.728,796.6398,5.18,1408,0.0185308724334742,5.7310379241517,0.0459844211657266,0.236630092841249,3.64534046492491,0.20932687757108,0.423140495867769,8.2931480324797,6.60693448007596e-06,6.60693448007596,-2.19983300979864,-1.73210413361557,0.758233282335837,-1.33738927587726,-0.625930025879494,0.56173809647649,-0.67917500466952,-0.373515409340619,0.918719417596874,0.82,3.14860265480609,6.60693448007596e-06
"24","OUT 9 7-7-17 19:59","7/7/17 19:59",0.005056,0.5,232.2,1.168,9.383,90.36,12.22,9.826,814.983,4.78,1430,0.0185308724334742,5.79341317365269,0.0209150326797386,0.239980562162715,3.71775354865254,0.222432560340748,0.427403218790779,8.48410368519675,1.65958690743756e-05,16.5958690743756,-2.29619293472567,-1.73210413361557,0.762934502543366,-1.67954145249769,-0.619823933652328,0.570280596837764,-0.652801639116596,-0.369162211470476,0.928605967439249,1.22,3.15533603746506,1.65958690743756e-05
"25","OUT 10 7-7-17 20:59","7/7/17 20:59",0.005277,0.5,233.2,3.709,9.434,90.93,13.05,9.967,822.7819,4.36,1441,0.0185308724334742,5.81836327345309,0.0664159727818068,0.241284943348935,3.74120551326887,0.237540500200226,0.433536320139191,8.56529148448886,4.36515832240166e-05,43.6515832240166,-2.27761290582288,-1.73210413361557,0.764800833227787,-1.17772746194546,-0.617469778068393,0.573011565676724,-0.624262333348832,-0.362974513008337,0.932742146980579,1.64,3.15866398081399,4.36515832240166e-05
"26","OUT 11 7-7-17 21:59","7/7/17 21:59",0.003902,0.5,228.1,3.635,9.388,90.87,13.73,10,806.9613,4.13,1448,0.0185308724334742,5.69111776447106,0.0650908765332617,0.240108442671168,3.73873688541452,0.24991808948269,0.434971726837756,8.40059650218613,7.41310241300918e-05,74.1310241300918,-2.4087127349415,-1.73210413361557,0.755197572417459,-1.18647988007902,-0.619592569051521,0.572724902641957,-0.602202307786376,-0.361538971269279,0.924310125158334,1.87,3.16076856186113,7.41310241300918e-05
"27","OUT 12 7-7-17 22:59","7/7/17 22:59",0.003603,1.638,224.2,8.234,9.499,91.33,14.27,10.34,826.1962,3.98,1458,0.0607071380920614,5.5938123752495,0.147443817709732,0.242947389958823,3.75766303229788,0.25974735155994,0.449760765550239,8.60083489485738,0.00010471285480509,104.71285480509,-2.44333573787743,-1.21676024052719,0.747707895399765,-0.831373432612606,-0.614487762304082,0.574917832237348,-0.585448871908484,-0.347018432511355,0.934540610851753,2.02,3.16375752398196,0.00010471285480509
"28","OUT 1 7-13-17 11:53","7/13/17 11:53",0.009091,1.658,196.5,1.947,8.451,78.97,13.33,9.569,676.5503,3.86,1143,0.0614483729894003,4.90269461077844,0.0348643567015847,0.216143635387094,3.24912569430158,0.242637154610652,0.416224445411048,7.04299708515511,0.000138038426460289,138.038426460289,-2.04138834223512,-1.21148961173733,0.690434841852256,-1.45761834375404,-0.66525754827264,0.511766512602502,-0.615042695609272,-0.3806724166872,0.847757508653397,2.14,3.05804623039528,0.000138038426460289
"29","OUT 2 7-13-17 12:53","7/13/17 12:53",0.008076,1.012,158.1,3.161,8.366,62.16,11.11,8.71,627.4337,3.95,1104,0.0375064858053517,3.94461077844311,0.0566030978601486,0.213969666743395,2.55749845710759,0.202227966070843,0.378860374075685,6.53168540495524,0.000112201845430196,112.201845430196,-2.0928036897284,-1.42589362544781,0.59600415707302,-1.24715979943449,-0.669647789733464,0.407815380382297,-0.694158786082264,-0.421520816261616,0.815025259012854,2.05,3.04296907339318,0.000112201845430196
"30","OUT 3 7-13-17 13:53","7/13/17 13:53",0.007852,0.5,156.3,3.382,8.33,61.97,10.9,8.79,643.5015,4.01,1114,0.0185308724334742,3.8997005988024,0.0605604798997224,0.213048927082534,2.54968113556881,0.198405475263024,0.382340147890387,6.69895377888819,9.77237220955811e-05,97.7237220955811,-2.10501970907203,-1.73210413361557,0.591031265159998,-1.21781069201235,-0.671520648571288,0.406485870739118,-0.702446347082508,-0.417550096195507,0.826006981277732,1.99,3.04688519083771,9.77237220955811e-05
"31","OUT 4 7-32-17 14:53","7/13/17 14:53",0.007752,0.5,160.4,3.463,8.342,62.9,11.09,9.079,655.4828,3.69,1151,0.0185308724334742,4.00199600798403,0.0620109230906975,0.213355840302821,2.58794486731125,0.201863919327242,0.394910830795998,6.8236810326879,0.000204173794466953,204.173794466953,-2.11058623595729,-1.73210413361557,0.602276651088955,-1.20753180372461,-0.670895464468263,0.412955020034708,-0.694941298873971,-0.403500955170942,0.834018717898456,2.31,3.06107532362979,0.000204173794466953
"32","OUT 5 7-13-17 15:53","7/13/17 15:53",0.007277,1.04,162.5,3.624,8.554,64.04,11.55,9.289,655.8687,3.78,1156,0.0385442146616263,4.05439121756487,0.0648939027665861,0.218777973861224,2.63484879654392,0.210236994430085,0.404045237059591,6.82769831355403,0.000165958690743756,165.958690743756,-2.13804762507855,-1.41404079865281,0.607925652455704,-1.1877961062693,-0.659996404057283,0.420755697836701,-0.677290860794968,-0.393570008390587,0.834274323272613,2.22,3.06295783408451,0.000165958690743756
"33","OUT 6 7-13-17 16:53","7/13/17 16:53",0.00642,1.148,161.5,3.029,8.249,63.05,11.65,8.98,645.8374,3.67,1157,0.0425468831072567,4.02944111776447,0.0542394126600412,0.210977262845597,2.59411643694713,0.212057228148094,0.390604610700304,6.72327087237143,0.000213796208950223,213.796208950223,-2.19246497193115,-1.37113224988963,0.605244813807932,-1.26568502194122,-0.6757643463742,0.413989465498539,-0.673546919661094,-0.408262634601975,0.827580608801418,2.33,3.06333335895175,0.000213796208950223
"34","OUT 7 7-13-17 17:53","7/13/17 17:53",0.005515,1.167,159.7,3.525,8.022,63.25,11.85,8.877,684.9042,3.63,1166,0.0432510562597287,3.98453093812375,0.0631211388665055,0.205171487761835,2.60234519646163,0.215697695584113,0.386124401913876,7.12996252342286,0.000234422881531992,234.422881531992,-2.25845448322379,-1.36400328190622,0.600377203279294,-1.19982517394666,-0.687882992332448,0.415364904437295,-0.666154494677009,-0.413272751388984,0.853087247115059,2.37,3.066698550423,0.000234422881531992
"35","OUT 8 7-13-17 18:53","7/13/17 18:53",0.0058,1.306,164.9,3.823,8.128,65.29,12.43,9.045,652.132,3.59,1175,0.0484026387962345,4.11427145708583,0.0684573372728087,0.207882554541037,2.68627854350957,0.226255051148567,0.39343192692475,6.78879866749948,0.000257039578276886,257.039578276886,-2.23657200643706,-1.31513096101253,0.614292942785329,-1.16457999725505,-0.682181955038232,0.429151043193902,-0.645401716381487,-0.405130400073446,0.83179292917954,2.41,3.07003786660776,0.000257039578276886
"36","OUT 9 7-13-17 19:53","7/13/17 19:53",0.006092,1.273,164.8,4.18,7.97,64.6,12.53,9,704.5309,3.52,1185,0.0471796012156252,4.11177644710579,0.0748500313367356,0.203841530473925,2.65788932318453,0.228075284866577,0.39147455415398,7.3342796169061,0.000301995172040202,301.995172040202,-2.215240105336,-1.32624573429793,0.614029494501908,-1.12580801349904,-0.690707328581963,0.424536892584523,-0.641921774028981,-0.407296461829954,0.865357463269046,2.48,3.07371835034612,0.000301995172040202
"37","OUT 10 7-13-17 20:53","7/13/17 20:53",0.005463,1.324,160.8,4.179,8.068,64.6,12.86,9.098,687.3864,3.46,1193,0.0490697502038396,4.01197604790419,0.0748321246306742,0.206347988439602,2.65788932318453,0.234082056136008,0.39573727707699,7.1558026233604,0.000346736850452532,346.736850452532,-2.26256879948542,-1.3091861528479,0.603358331553243,-1.12591192413045,-0.685399760437348,0.424536892584523,-0.630631876434928,-0.402593038775343,0.854658353028983,2.54,3.07664044367034,0.000346736850452532
"38","OUT 11 7-13-17 21:53","7/13/17 21:53",0.004878,1.351,159.1,4.756,7.943,62.94,13.13,9.088,625.4232,3.36,1199,0.0500704173152472,3.96956087824351,0.0851642940281135,0.20315097572828,2.58959061921415,0.238996687174633,0.395302305350152,6.51075577763898,0.000436515832240166,436.515832240166,-2.31175820402229,-1.30041878892955,0.598742466787392,-1.06974244932742,-0.692181087428685,0.413231113166641,-0.621608118933652,-0.403070652902335,0.813631405005475,2.64,3.07881918309885,0.000436515832240166
