"","sample_name","date_and_time","Q_m3s","Al_mgL","Ca_mgL","Fe_mgL","K_mgL","Mg_mgL","Mn_mgL","Na_mgL","SO42_mgL","pH","EC","Al_mmolL","Ca_mmolL","Fe_mmolL","K_mmolL","Mg_mmolL","Mn_mmolL","Na_mmolL","SO42_mmolL","H_mgL","H_umolL","logQ","logAl","logCa","logFe","logK","logMg","logMn","logNa","logSO42","logH","logEC","H_molL"
"71","Out 4 10-11-17 6:02 am","10/11/17 6:02",0.001785,2.538,200.2,9.651,6.776,89.22,24.35,8.08,895.9803,2.96,1611,0.0940627084723149,4.99500998003992,0.172817620198764,0.173303665055372,3.67084961941987,0.443226910335287,0.351457155284907,9.32729856339788,0.00109647819614319,1096.47819614319,-2.74836177955179,-1.0265825201929,0.69853636028411,-0.762411979652441,-0.761192252655425,0.564766593495037,-0.353373879472478,-0.454127610494693,0.969755878592051,3.04,3.20709554041922,0.00109647819614319
"72","Out 5 10-11-17 7:02 am","10/11/17 7:02",0.001785,2.426,189.2,9.465,6.84,84.3,22.74,7.77,907.3518,2.96,1678,0.0899117930472167,4.72055888223553,0.16948697287134,0.174940535563569,3.46842213536309,0.413921147475336,0.337973031752936,9.4456777014366,0.00109647819614319,1096.47819614319,-2.74836177955179,-1.04618334142103,0.673993419206585,-0.770863676974258,-0.757109548257959,0.540131949214181,-0.383082384671415,-0.471117952468365,0.975233122812182,3.04,3.22479195649268,0.00109647819614319
"73","Out 6 10-11-17 8:02 am","10/11/17 8:02",0.001785,2.528,194.9,8.612,7.036,87.93,23.88,7.808,908.6478,2.95,1649,0.0936920910236454,4.8627744510978,0.154212552600949,0.179953451494923,3.61777412055133,0.434671811860643,0.33962592431492,9.45916926920675,0.00112201845430196,1122.01845430196,-2.74836177955179,-1.02829706834124,0.686884126258432,-0.811880274122624,-0.744839819192652,0.558441447747537,-0.3618385225658,-0.468999166610644,0.975852997116229,3.05,3.21722065564452,0.00112201845430196
"74","Out 7 10-11-17 9:02 am","10/11/17 9:02",0.001785,2.504,195.7,9.034,7.084,87.22,22.81,7.837,920.6755,2.96,1669,0.0928026091468386,4.88273453093812,0.161769182558868,0.181181104376071,3.58856202427484,0.415195311077942,0.340887342322749,9.58437955444514,0.00109647819614319,1096.47819614319,-2.74836177955179,-1.03243981341319,0.688663112798812,-0.791104209048698,-0.741887097460038,0.554920456926847,-0.381747559746483,-0.467389124501357,0.981564004037009,3.04,3.22245633667925,0.00109647819614319
"75","Out 8 10-11-17 10:02 am","10/11/17 10:02",0.001785,2.557,201,8.978,7.248,89.43,23.15,8.024,954.7222,2.96,1697,0.0947668816247869,5.01497005988024,0.160766407019429,0.185375585053326,3.6794898169101,0.421384105719174,0.349021313614615,9.93881115969186,0.00109647819614319,1096.47819614319,-2.74836177955179,-1.02334340992525,0.7002683445613,-0.793804694208439,-0.731947465309319,0.565787605341732,-0.375321849669159,-0.457148051256917,0.997334438958307,3.04,3.22968184231768,0.00109647819614319
"76","Out 9 10-11-17 11:02 am","10/11/17 11:02",0.001785,2.515,198.3,9.148,7.151,86.75,23.47,8.298,925.5076,2.94,1702,0.0932102883403751,4.94760479041916,0.16381054704987,0.18289470318934,3.56922443941576,0.427208853616804,0.36093953892997,9.63468249011035,0.00114815362149688,1148.15362149688,-2.74836177955179,-1.03053614855964,0.694395001346113,-0.785658139339363,-0.737798871937206,0.55257385805235,-0.369359755424539,-0.442565540776325,0.983837407100956,3.06,3.23095955574857,0.00114815362149688
"77","Out 10 10-11-17 12:02 pm","10/11/17 12:02",0.001785,2.541,200.2,9.34,7.121,88.98,23.77,7.942,944.9055,2.95,1704,0.0941738937069157,4.99500998003992,0.167248634613663,0.182127420138622,3.66097510800247,0.432669554770833,0.345454545454545,9.83661773891318,0.00112201845430196,1122.01845430196,-2.74836177955179,-1.02606947290122,0.69853636028411,-0.77663741904398,-0.739624664208277,0.563596776001465,-0.363843663294951,-0.461609088541415,0.992845794586512,3.05,3.23146959043068,0.00112201845430196
"78","Out 11 10-11-17 1:02 pm","10/11/17 13:02",0.001638,2.452,206,9.341,6.883,91.7,23.85,7.938,955.8175,2.94,1683,0.0908753984137573,5.13972055888224,0.167266541319724,0.176040307936264,3.77288623739971,0.43412574174524,0.34528055676381,9.95021340828649,0.00114815362149688,1148.15362149688,-2.7856861025756,-1.04155367210521,0.710939507509964,-0.776590923194473,-0.754387880424342,0.57667371025946,-0.362384461646999,-0.461827876698134,0.997832395423846,3.06,3.22608411597582,0.00114815362149688
"79","Out 12 10-11-17 2:02 pm","10/11/17 14:02",0.001638,2.491,203.7,8.846,6.861,88.48,23.24,7.705,967.1515,2.93,1695,0.0923208064635683,5.08233532934132,0.158402721819321,0.175477633699072,3.64040320921621,0.423022316065383,0.335145715528491,10.0682021653133,0.00117489755493953,1174.89755493953,-2.7856861025756,-1.03470041041508,0.706063316140975,-0.800237360240489,-0.755778230651665,0.561149488550062,-0.373636721304838,-0.474766328214841,1.0029519274165,3.07,3.2291697025391,0.00117489755493953
"80","Out 1 10-14-17 11:17 am","10/14/17 11:17",0.000153,2.852,211.8,8.036,7.011,95.5,25.13,8.589,996.5037,2.86,1881,0.105700096360537,5.28443113772455,0.143898289909571,0.179314048952659,3.92923266817527,0.45742473333576,0.373597216180948,10.3737632729544,0.00138038426460289,1380.38426460289,-3.8153085691824,-0.975924616771758,0.722998242912277,-0.841944367197862,-0.746385682866186,0.594307746173185,-0.339680356430555,-0.427596368528018,1.01593633326402,3.14,3.27438879555038,0.00138038426460289
"81","Out 2 10-15-17 11:17 am","10/15/17 11:17",NA,3.065,224.2,8.346,6.988,101.4,28.01,9.13,1010.8498,2.86,1925,0.113594248017197,5.5938123752495,0.149449368788611,0.178725798613775,4.17198107385312,0.509847464414431,0.397129186602871,10.5231084738705,0.00138038426460289,1380.38426460289,NA,-0.944643659097152,0.747707895399765,-0.825505914898383,-0.747812753667182,0.620342329586756,-0.292559736199563,-0.40106819373498,1.02214404719784,3.14,3.28443073384452,0.00138038426460289
"82","Out 3 10-16-17 11:17 am","10/16/17 11:17",0.000579,3.018,221.4,9.632,7.116,100.2,26.61,8.677,997.0916,2.87,1866,0.11185234600845,5.52395209580838,0.172477392783597,0.18199953963017,4.1226085167661,0.484364192362299,0.377424967377121,10.3798834062045,0.00134896288259165,1348.96288259165,-3.23732143627256,-0.951354902512014,0.742249903683515,-0.763267821360324,-0.739929710566188,0.615172096120666,-0.314827970471743,-0.423169373817473,1.01619247525363,3.13,3.27091163941048,0.00134896288259165
"83","Out 4 10-17-17 11:17 am","10/17/17 11:17",0.000165,3.015,222.2,10.51,6.862,99.22,25.86,8.574,1001.2515,2.89,1888,0.111741160773849,5.5439121756487,0.188199480705524,0.175503209800762,4.08228759514503,0.470712439477229,0.372944758590692,10.4231886321049,0.00128824955169313,1288.24955169313,-3.78251605578609,-0.951786821475415,0.743816341745659,-0.725381579245831,-0.755714936257921,0.610903597289606,-0.327244324478756,-0.428355492094665,1.0180005974173,3.11,3.27600198996205,0.00128824955169313
"84","Out 5 10-18-17 11:17 am","10/18/17 11:17",NA,3.462,228.4,11.33,7.577,101.1,30.49,0.605,948.2606,2.92,1901,0.128307760729375,5.69860279441118,0.202882979675889,0.193790122509527,4.15963793458136,0.554989260621064,0.0263157894736842,9.87154486779096,0.00120226443461741,1202.26443461741,NA,-0.89174707441221,0.755768386714621,-0.692754385410676,-0.712668362728647,0.61905553018044,-0.255715420657751,-1.57978359661681,0.994385123799834,3.08,3.27898211686544,0.00120226443461741
"85","Out 6 10-19-17 11:17 am","10/19/17 11:17",NA,3.702,223.9,8.998,7.743,101.9,31.53,10.26,1136.3888,2.94,1909,0.137202579497443,5.58632734530938,0.161124541140657,0.198035755390163,4.19255297263938,0.573919691288361,0.446280991735537,11.8299895898397,0.00114815362149688,1148.15362149688,NA,-0.8626377235347,0.747126380719841,-0.792838306444525,-0.703256390714544,0.622478558595866,-0.241148874275227,-0.350391610493482,1.07298436245742,3.06,3.28080592839367,0.00114815362149688
"86","Out 7 10-20-17 11:17 am","10/20/17 11:17",NA,3.588,229.1,11.54,7.604,103,30.8,10.35,1111.4723,2.89,1936,0.132977540582611,5.71606786427146,0.206643387948787,0.194480677255173,4.23781114996914,0.560631985146893,0.450195737277077,11.5706048303144,0.00128824955169313,1288.24955169313,NA,-0.876221703579531,0.757097376330208,-0.684778486454361,-0.71112354178467,0.627141599294611,-0.251322128522687,-0.346598621476342,1.06335606142388,3.11,3.28690535297237,0.00128824955169313
"87","10/22/17","10/22/17 11:39",NA,3.445,238,9.74,6.723,106.9,31.09,9.374,1111.2362,2.83,1952,0.127677711066637,5.93812375249501,0.174411317038231,0.171948131665772,4.39827196050195,0.56591066292912,0.407742496737712,11.5681469914637,0.00147910838816821,1479.10838816821,NA,-0.893884911707941,0.773649244197323,-0.758425338395458,-0.764602538723352,0.643282079798217,-0.24725212297994,-0.389614022085088,1.06326379837853,3.17,3.29047981333067,0.00147910838816821
"88","10/23/17","10/23/17 11:39",NA,3.393,243,11,6.699,108.1,31.51,9.247,1098.2206,2.83,1943,0.125750500333556,6.06287425149701,0.19697376667562,0.171334305225198,4.44764451758897,0.57355564454476,0.402218355806873,11.4326525088486,0.00147910838816821,1479.10838816821,NA,-0.900490278306468,0.782678560739123,-0.705591610115848,-0.766155672186975,0.648130068542749,-0.241424441849132,-0.395538113640495,1.05814700347582,3.17,3.28847280059978,0.00147910838816821
"89","10/24/17","10/24/17 11:39",NA,3.266,228.8,12.15,7.059,102.2,29.09,9,933.8808,2.89,1717,0.121043658735453,5.70858283433134,0.217566478646253,0.180541701833807,4.20489611191113,0.529505988568932,0.39147455415398,9.72184884447221,0.00128824955169313,1288.24955169313,NA,-0.917057957550936,0.756528307261797,-0.662408017339743,-0.743422468082392,0.623755270388133,-0.276129123776072,-0.407296461829954,0.987748864370496,3.11,3.23477029516092,0.00128824955169313
"90","10/25/17","10/25/17 11:39",NA,3.062,202,10.66,7.686,89.81,26.69,8.658,908.8318,2.94,1695,0.113483062782596,5.03992015968064,0.190885486614737,0.1965779175938,3.69512445998766,0.485820379336707,0.376598521096129,9.46108473870498,0.00114815362149688,1148.15362149688,NA,-0.945068951589343,0.702423656587434,-0.71922709058352,-0.706465269849746,0.567629070978624,-0.313524271235624,-0.424121389792141,0.975940932281987,3.06,3.2291697025391,0.00114815362149688
"91","10/26/17","10/26/17 11:39",0.00204669,3.098,209.8,8.72,6.998,92.42,26.74,8.373,934.3323,2.93,1747,0.114817285597806,5.23453093812375,0.156146476855582,0.178981559630681,3.80250977165192,0.486730496195711,0.364201826881253,9.72654903185509,0.00117489755493953,1174.89755493953,-2.6889479323667,-0.939992724528398,0.71887777099835,-0.806467810341506,-0.747191711831188,0.580070338772125,-0.312711442097166,-0.438657880060986,0.987958780426001,3.07,3.24229290498293,0.00117489755493953
"92","10/27/17","10/27/17 11:39",0.001271863,3.156,217,13.69,6.868,97.48,27.75,8.62,1003.3971,2.91,1797,0.116966866800089,5.41417165668663,0.24514280598084,0.175656666410906,4.01069738736885,0.505114856747606,0.374945628534145,10.4455246720799,0.00123026877081238,1230.26877081238,-2.89555966663443,-0.931937143414203,0.73353202098934,-0.610580847140084,-0.755335363489197,0.603219895102126,-0.296609857564436,-0.426031705444566,1.01893025920061,3.09,3.25454807710897,0.00123026877081238
"93","10/28/17","10/28/17 11:39",0.00130901,3.252,219.6,10.86,6.803,99.48,28.49,8.552,1243.6089,2.91,1821,0.120524794307316,5.47904191616766,0.194466827827021,0.173994219801018,4.09298498251389,0.518584586260876,0.371987820791649,12.9461680199875,0.00123026877081238,1230.26877081238,-2.88305703570422,-0.918923601029555,0.738704622918865,-0.711154470021245,-0.759465179017508,0.612040151187337,-0.285180395783654,-0.429471279068557,1.11214123914722,3.09,3.26030994579492,0.00123026877081238
"94","10/29/17","10/29/17 11:39",0.001284259,3.407,221.4,12.72,7.21,102.5,29.19,8.997,1018.8571,2.94,1806,0.126269364761693,5.52395209580838,0.227773301101262,0.184403693189084,4.21723925118288,0.531326222286942,0.391344062635929,10.6064657505726,0.00114815362149688,1148.15362149688,-2.89134738208668,-0.898702004383708,0.742249903683515,-0.642497183961678,-0.734230385258646,0.625028239981212,-0.274638750035117,-0.407441250790089,1.02557069391798,3.06,3.25671774597749,0.00114815362149688
"95","10/30/17","10/30/17 11:39",0.000762673,3.265,224.5,12.42,6.807,101.8,29.18,8.856,1042.5182,2.94,1823,0.121006596990586,5.60129740518962,0.222401289282836,0.17409652420778,4.18843859288212,0.531144198915141,0.385210961287516,10.8527815948366,0.00114815362149688,1148.15362149688,-3.11766162814724,-0.917190952340493,0.748288632480153,-0.652862699433512,-0.759209899373477,0.622052152590179,-0.274787557465699,-0.414301363398613,1.03554106320432,3.06,3.26078666865498,0.00114815362149688
"96","Out 1 11-15-17 16:31","11/15/17 16:31",0.008586309,3.276,203.3,8.532,6.614,92.19,25.95,8.51,807.8926,3.13,1428,0.121414276184123,5.07235528942116,0.152780016116035,0.169160336581498,3.79304669821024,0.472350649823437,0.37016093953893,8.41029148448886,0.000741310241300918,741.310241300918,-2.06619348639232,-0.915730244863205,0.705209665778849,-0.815933448496682,-0.771701459400391,0.57898818956548,-0.325735482838655,-0.431609411184691,0.924811047868229,2.87,3.15472820744016,0.000741310241300918
"97","Out 2 11-15-17 17:31","11/15/17 17:31",0.009297112,2.494,152.1,5.975,5.942,68.61,19.57,7.401,667.3185,3.23,1272,0.0924319916981692,3.79491017964072,0.106992568716985,0.151973196245428,2.82287595145032,0.356219738614438,0.321922575032623,6.94689256714553,0.000588843655355589,588.843655355589,-2.03165193717174,-1.03417768880906,0.579201501193809,-0.970646385653898,-0.81823300251043,0.45069179391585,-0.44828201936513,-0.492248567059881,0.841790582614582,2.77,3.1044871113124,0.000588843655355589
"98","Out 3 11-15-17 18:31","11/15/17 18:31",0.009912993,2.372,143.7,4.804,5.658,64.99,18.28,7.017,687.6305,3.19,1256,0.0879104588244014,3.58532934131737,0.0860238159190617,0.144709583365303,2.67393540423781,0.332738723652117,0.305219660722053,7.15834374349365,0.000645654229034656,645.654229034656,-2.00379520049599,-1.05595945325936,0.554529055275036,-1.06538129654321,-0.839502706857103,0.42715091155651,-0.477896653625319,-0.515387494740464,0.854812549365256,2.81,3.09898963940118,0.000645654229034656
"99","Out 4 11-15-17 19:31","11/15/17 19:31",0.009916301,2.376,142.7,5.528,5.595,64.36,18.13,7.031,639.0436,3.19,1245,0.0880587058038692,3.56037924151697,0.0989882711075298,0.143098288958797,2.64801481176713,0.330008373075103,0.305828621139626,6.65254632521341,0.000645654229034656,645.654229034656,-2.00365029910318,-1.05522770164243,0.551496260255458,-1.00441626090793,-0.844365559113707,0.422920410016431,-0.481475040927623,-0.514521873333925,0.822987907457099,2.81,3.09516935143176,0.000645654229034656
"100","Out 5 11-15-17 20:31","11/15/17 20:31",0.009725178,2.33,140.1,5.298,5.45,64.38,17.62,6.982,660.5794,3.19,1244,0.0863538655399896,3.49550898203593,0.0948697287134032,0.139389754213663,2.64883768771858,0.320725181113255,0.303697259678121,6.87673745575682,0.000645654229034656,645.654229034656,-2.01210244103461,-1.06371821692557,0.543510422426585,-1.02287234131286,-0.855769147701433,0.423055346939034,-0.493866940947102,-0.517559126791119,0.837382443901041,2.81,3.0948203803548,0.000645654229034656
"101","Out 6 11-15-17 21:31","11/15/17 21:31",0.009661242,2.328,137.6,5.277,5.49,63.32,17.7,7.031,753.8204,3.19,1236,0.0862797420502557,3.43313373253493,0.0944936878861134,0.140412798281286,2.60522526229171,0.322181368087662,0.305828621139626,7.84739121382469,0.000645654229034656,645.654229034656,-2.01496703931182,-1.06409116197373,0.535690721040303,-1.02459720109695,-0.852593305527984,0.415845280779757,-0.491899578661325,-0.514521873333925,0.894725303911664,2.81,3.0920184707528,0.000645654229034656
"102","Out 7 11-15-17 22:31","11/15/17 22:31",0.009789001,2.287,138.9,4.939,5.579,64.31,17.58,7.156,669.9542,3.25,1259,0.0847602105107108,3.46556886227545,0.0884412212373534,0.142689071331748,2.6459576218885,0.319997087626051,0.311265767725098,6.97433062669165,0.000562341325190349,562.341325190349,-2.0092616271269,-1.07180797334484,0.539774532878426,-1.05334526911253,-0.845609288567706,0.422582884172207,-0.494853974285378,-0.506868639373944,0.843502531790199,2.75,3.10002573010786,0.000562341325190349
"103","Out 8 11-15-17 23:31","11/15/17 23:31",0.009789001,2.347,141.8,5.261,5.568,65.45,17.76,7.119,653.4982,3.24,1250,0.0869839152027277,3.53792415169661,0.0942071805891306,0.142407734213151,2.69286155112117,0.323273508318468,0.309656372335798,6.80302102852384,0.000575439937337157,575.439937337157,-2.0092616271269,-1.06056104835299,0.548748517987859,-1.02591599347691,-0.84646642337557,0.430214025476214,-0.490429883580549,-0.509119978332278,0.832701813391517,2.76,3.09691001300806,0.000575439937337157
"104","Out 9 11-16-17 00:31","11/16/17 0:31",0.010152574,2.326,140.9,5.031,5.452,66.54,17.73,7.033,693.0782,3.21,1262,0.0862056185605218,3.51546906187625,0.090088638195004,0.139440906417044,2.73770829047521,0.322727438203065,0.305915615484994,7.21505517384968,0.000616595001861482,616.595001861482,-1.99342383634425,-1.06446442755916,0.545983280250167,-1.04532997794833,-0.85560980281544,0.437387171122243,-0.491164109422214,-0.514398353855873,0.858239656511542,2.79,3.10105935490812,0.000616595001861482
"105","Out 10 11-16-17 1:31","11/16/17 1:31",0.01008638,2.31,143.3,4.985,5.45,64.41,17.83,7.005,638.5984,3.24,1266,0.0856126306426507,3.57534930139721,0.0892649297161787,0.139389754213663,2.65007200164575,0.324547671921075,0.304697694649848,6.64791172184052,0.000575439937337157,575.439937337157,-1.99626467401207,-1.06746215805944,0.553318477538155,-1.0493191326264,-0.855769147701433,0.42325767374535,-0.488721501847777,-0.516130831647486,0.82268524378266,2.76,3.10243370568134,0.000575439937337157
"106","Out 11 11-16-17 2:31","11/16/17 2:31",0.01002007,2.404,145.1,5.337,5.538,67.77,18.23,7.226,701.9765,3.23,1269,0.0890964346601438,3.62025948103792,0.0955680902497986,0.141640451162434,2.78831516148941,0.331828606793112,0.314310569812962,7.30768790339371,0.000588843655355589,588.843655355589,-1.99912924448598,-1.05013967462088,0.558739699578547,-1.01968709247049,-0.84881269856852,0.445341860229464,-0.479086176368155,-0.502641014037276,0.863779991235474,2.77,3.1034616220947,0.000588843655355589
"107","Out 12 11-16-17 3:31","11/16/17 3:31",0.009953642,2.377,142.9,5.188,5.481,66.22,17.91,6.921,690.6591,3.2,1290,0.0880957675487362,3.56536926147705,0.092899991046647,0.140182613366071,2.72454227525201,0.326003858895482,0.301043932144411,7.18987195502811,0.000630957344480193,630.957344480193,-2.00201798346546,-1.05504495622341,0.552104515931781,-1.03198432786203,-0.853305847905875,0.435293551005489,-0.4867772591741,-0.521370122028523,0.856721156068571,2.8,3.11058971029925,0.000630957344480193
"108","Out 1 6-14-17","6/14/17 12:35",0.00682,0.5,279,4.22,8.514,111,16.02,11.37,1477.3051,4.18,1692,0.0185308724334742,6.96107784431138,0.0755662995791924,0.217754929793601,4.56696153054927,0.291601441625105,0.494562853414528,15.3789829273371,6.60693448007596e-05,66.0693448007597,-2.16621562534352,-1.73210413361557,0.842676490414408,-1.1216718443124,-0.662032004136958,0.659627353376096,-0.535210333274913,-0.305778506581544,1.18692761481191,1.82,3.228400358703,6.60693448007596e-05
"109","Out 2 6-14-17","6/14/17 13:35",0.006111,0.5,280.6,1.394,8.57,111.1,15.86,11.29,1155.8999,4.16,1692,0.0185308724334742,7.00099800399202,0.0249619482496195,0.219187191488273,4.57107591030652,0.28868906767629,0.491083079599826,12.0331032687903,6.91830970918936e-05,69.1830970918936,-2.21388771628017,-1.73210413361557,0.845159953833152,-1.60272152151208,-0.659184828054877,0.660018433530307,-0.539569662041546,-0.308845029344311,1.08037764385774,1.84,3.228400358703,6.91830970918936e-05
"110","Out 3 6-14-17","6/14/17 14:35",0.005726,0.5,282.4,2.351,8.495,109.3,15.52,11.22,1108.5639,4.24,1673,0.0185308724334742,7.04590818363273,0.0420986659503984,0.21726898386148,4.49701707467599,0.282500273035058,0.488038277511962,11.54032792005,5.75439937337157e-05,57.5439937337157,-2.24214865631442,-1.73210413361557,0.847936979520577,-1.37573166614913,-0.663002266773011,0.652924536539142,-0.548981128100962,-0.311546114349136,1.06221814953417,1.76,3.22349594096239,5.75439937337157e-05
"111","Out 4 6-14-17","6/14/17 15:35",0.005084,0.5,282,2.911,8.577,111.2,15.85,11.4,1028.591,3.88,1726,0.0185308724334742,7.03592814371258,0.0521264213447936,0.219366224200107,4.57519029006377,0.288507044304489,0.495867768595041,10.707797210077,0.000131825673855641,131.825673855641,-2.29379445811803,-1.73210413361557,0.847321395460172,-1.28294208983526,-0.658830239900424,0.660409161835478,-0.539843578469361,-0.304634119932806,1.02970013769434,2.12,3.23704079137919,0.000131825673855641
"112","Out 5 6-14-17","6/14/17 16:35",0.005937,1.045,282.7,1.689,8.791,112.4,16.56,11.44,1064.2695,4.15,1698,0.038729523385961,7.05339321357285,0.0302444265377384,0.224839509961892,4.62456284715079,0.301430703702355,0.497607655502392,11.0792161149282,7.07945784384137e-05,70.7945784384137,-2.22643295107394,-1.41195784750451,0.84839809563033,-1.51935464570306,-0.648127369923657,0.665070685822481,-0.52081251257427,-0.303112946812274,1.04450903394798,1.85,3.22993768590793,7.07945784384137e-05
"113","Out 6 6-14-17","6/14/17 17:35",0.00489,1.277,283.1,2.739,8.868,111.7,17.3,11.68,1143.8923,3.81,1692,0.047327848195093,7.06337325349301,0.0490464679022294,0.226808869792066,4.59576218885003,0.314900433215625,0.508046976946498,11.9081022277743,0.000154881661891248,154.881661891248,-2.31069114087638,-1.32488324068817,0.849012156505914,-1.30939226302011,-0.644339965535625,0.662357547705048,-0.501826741894336,-0.294096128492898,1.07584255428907,2.19,3.228400358703,0.000154881661891248
"114","Out 7 6-14-17","6/14/17 18:35",0.004812,1.523,276.3,1.697,8.59,109.3,17.16,11.55,1026.6298,3.72,1685,0.0564450374323623,6.8937125748503,0.0303876801862297,0.219698713522085,4.49701707467599,0.312352106010412,0.502392344497608,10.6873808036644,0.000190546071796325,190.546071796325,-2.31767438133219,-1.24837423461554,0.838453172057322,-1.5173024529564,-0.658172486146833,0.652924536539142,-0.505355561510445,-0.298956987041116,1.0288712840778,2.28,3.22659990520736,0.000190546071796325
"115","Out 8 6-14-17","6/14/17 19:35",0.005084,1.846,270.8,2.399,8.719,108.9,17.14,11.51,1160.3906,3.65,1689,0.0684159810243866,6.7564870259481,0.0429581878413466,0.22299803064017,4.48055955564699,0.31198805926681,0.500652457590257,12.0798521757235,0.000223872113856834,223.872113856834,-2.29379445811803,-1.16484244126169,0.829720947153917,-1.36695404730624,-0.651698972314547,0.651332254345214,-0.505862027435952,-0.300463647639487,1.08206161974369,2.35,3.22762964957101,0.000223872113856834
"116","Out 9 6-14-17","6/14/17 20:35",0.006325,1.638,272.1,5.399,8.687,108.5,17.04,11.34,1008.2547,3.61,1718,0.0607071380920614,6.78892215568862,0.0966783060256066,0.222179595386071,4.46410203661798,0.3101678255488,0.493257938234015,10.4960930668332,0.000245470891568503,245.470891568503,-2.19893947015214,-1.21676024052719,0.831800828920568,-1.01467096780283,-0.653295828465089,0.649734112773987,-0.50840325459245,-0.306925916712391,1.02102767285408,2.39,3.23502315949522,0.000245470891568503
"117","Out 10 6-14-17","6/14/17 21:35",0.005549,1.507,264.5,5.334,8.276,105.2,16.38,10.95,1233.3026,3.59,1941,0.0558520495144911,6.59930139720559,0.0955143701316143,0.211667817591243,4.32832750462868,0.298154283009938,0.476294040887342,12.8388777847179,0.000257039578276886,257.039578276886,-2.25578527518583,-1.25296088563695,0.819497963512015,-1.01993128392022,-0.674345167984379,0.636320114407159,-0.525558947598732,-0.322124852093142,1.10852706476057,2.41,3.28802553538836,0.000257039578276886
"118","Out 11 6-14-17","6/14/17 22:35",0.005406,1.392,269.9,3.113,8.257,107.7,16.64,10.91,971.0274,3.58,1734,0.0515899488547921,6.73403193612774,0.0557435759692005,0.211181871659122,4.43118699855997,0.302886890676763,0.474554153979991,10.1085509056839,0.000263026799189538,263.026799189538,-2.26712395863729,-1.28743490267704,0.828275171697327,-1.25380517459156,-0.675343365382164,0.646520077887421,-0.518719523068426,-0.323714220680937,1.00468890249787,2.42,3.23904909314019,0.000263026799189538
"119","Out 12 6-14-17","6/14/17 23:35",0.005325,1.14,270.1,0.5,8.01,108.5,15.01,10.36,1030.1792,3.61,1718,0.0422503891483211,6.73902195608783,0.00895335303071,0.204864574541548,4.46410203661798,0.27321708107321,0.450630709003915,10.7243306266917,0.000245470891568503,245.470891568503,-2.27368038788922,-1.37416928661511,0.828596871328262,-2.04801429093805,-0.688533133893838,0.649734112773987,-0.563492152779861,-0.346179215860065,1.03037019463706,2.39,3.23502315949522,0.000245470891568503
"120","Out","10/23/13 0:00",0.0009856,2.22,196,11.5,5.49,94.5,30.9,9.2,987,2.62,1840,0.0822770736046253,4.89021956087824,0.20592711970633,0.140412798281286,3.88808887060276,0.562452218864902,0.400173988690735,10.2748282323548,0.00239883291901949,2398.83291901949,-3.00629930517965,-1.08472116350095,0.689328358497287,-0.686286454920462,-0.852593305527984,0.589736183098702,-0.249914365598297,-0.397751143923724,1.01177457036669,3.38,3.26481782300954,0.00239883291901949
"121","Out","11/26/13 0:00",0.0010584,2.61,186,12.1,4.7,87.4,28.4,9.65,898,3.07,1700,0.0967311541027352,4.64071856287425,0.216671143343182,0.120207677945728,3.59596790783789,0.516946375914667,0.419747716398434,9.34832396418905,0.000851138038202377,851.138038202377,-2.97535016882056,-1.0144336306133,0.666585231358727,-0.664198924957623,-0.920067792042358,0.555815807223842,-0.286554504976094,-0.377011657925486,0.970733754364361,2.93,3.23044892137827,0.000851138038202377
"122","Out","12/18/13 0:00",0.0013244,3.22,214,13.7,5.32,97.2,31.5,15.9,911,3.32,1610,0.119338818471574,5.33932135728543,0.245321873041454,0.136064860993887,3.99917712404855,0.573373621172959,0.691605045672031,9.48365604830314,0.000478630092322639,478.630092322639,-2.87798082791997,-0.923218266255755,0.727486060490002,-0.610263728117667,-0.866254017683027,0.601970639515714,-0.241562291233531,-0.160141846948827,0.976975794670055,2.68,3.20682587603185,0.000478630092322639
"123","Out","3/19/14 0:00",0.001456,2.38,142,5,4.04,68.5,21.5,9.85,695,3.36,1330,0.088206952783337,3.54291417165669,0.0895335303071,0.103327450829945,2.81835013371734,0.391350249372019,0.428447150935189,7.23506141994587,0.000436515832240166,436.515832240166,-2.83683862502298,-1.05449718089507,0.549360631523867,-1.04801429093805,-0.985784284867471,0.449994946081865,-0.407434385107526,-0.368102740771667,0.85944222228717,2.64,3.12385164096709,0.000436515832240166
"124","Out","9/3/14 0:00",0.001512,1.24,120,4.89,4.29,57.1,17.1,7.25,577,3.26,1230,0.0459565636350159,2.9940119760479,0.0875637926403438,0.10972147625259,2.34931084139066,0.311259965779606,0.315354501957373,6.00666250260254,0.000549540873857625,549.540873857625,-2.82044820883481,-1.33765245278935,0.476253533188436,-1.05767543615045,-0.959708357793351,0.370940482835287,-0.506876734630977,-0.501200964698285,0.778633230852788,2.74,3.0899051114394,0.000549540873857625
"125","Out","9/23/14 0:00",5.6e-05,1.95,209,10.5,5.43,101,31.3,8.33,1060,2.59,1880,0.0722704024905493,5.21457085828343,0.18802041364491,0.138878232179851,4.15552355482411,0.56973315373694,0.36233144845585,11.034769935457,0.00257039578276886,2570.39578276886,-4.2518119729938,-1.14103952658907,0.717218573251865,-0.725794996204135,-0.857365820389229,0.618625748372082,-0.244328507476683,-0.440893969862491,1.04276328296183,3.41,3.27415784926368,0.00257039578276886
